id,x,y
329,353240.3855334204,4296534.01349774
330,353447.7275185799,4296534.056533549
331,353034.74338047113,4296538.063085586
332,352806.93469955213,4296544.560677988
333,348465.7959826384,4296546.938146435
334,351982.29460168164,4296548.995839028
335,353540.0492547536,4296553.844907699
336,340311.0536875389,4296554.249224409
337,351682.95604466833,4296521.423525704
338,351837.3876809934,4296555.307766633
339,341005.6784605663,4296472.83417069
340,348467.4413650697,4296561.22817846
341,349584.77399304416,4296564.197695997
342,346283.32755605504,4296567.892585032
343,346179.5449753301,4296520.485009618
344,350458.4457739247,4296573.965512415
345,348071.7776369713,4296575.842218857
346,350139.00514394324,4296590.493264815
347,349980.29618325736,4296591.36016872
348,345399.94006639067,4296346.222941129
349,345888.81743303966,4296594.205950296
350,339403.0958329216,4296598.183162024
351,350584.6928074155,4296598.520577099
352,348365.4006390562,4296601.500884548
353,348287.819766351,4296602.062081641
354,346405.8916669041,4296623.883098368
355,353158.104196148,4296628.300293794
356,339069.65760480706,4296644.096003281
357,351986.5546699902,4296646.999574777
358,349393.9715755824,4296656.46431182
359,352426.33660780545,4296666.941209951
360,352530.3332186509,4296441.676664041
361,351362.7298898064,4296667.695458747
362,346384.6748468522,4296670.400516251
363,348144.2649870515,4296680.433856308
364,338783.923892729,4296683.080656169
365,346539.619841028,4296684.977411661
366,350399.2682548901,4296695.923532084
367,352744.53406746127,4296699.286840215
368,347902.3036056124,4296704.1293961
369,349825.2082924517,4296705.555585133
370,349616.51675465424,4296710.02917999
371,352786.3534325119,4296711.133515518
372,346374.5947617246,4296714.215559842
373,346398.20029472373,4296724.250076452
374,349173.1111913007,4296473.692399224
375,349240.8686669059,4296725.149668381
376,353675.30935080256,4296729.640874732
377,351520.91914560087,4296733.00972213
378,353752.3564766478,4296471.730522184
379,346205.40680108406,4296737.032063801
380,346439.4475691272,4296741.8479317855
381,346445.9002503641,4296744.454178758
382,346349.7546977885,4296754.386255857
383,347454.7365226615,4296757.316334037
384,347408.9598323172,4296756.109208889
385,347483.25261306204,4296761.242345767
386,346710.21486124955,4296761.459620535
387,346342.1269128239,4296772.2972154
388,347703.3053021347,4296781.085393278
389,347548.55783045944,4296770.623240266
390,350525.5943134194,4296783.334267527
391,346332.68758209515,4296794.450937968
392,346450.8057733355,4296755.994200379
393,339447.7771651456,4296803.930547915
394,346375.707044241,4296813.857077543
395,346323.52352276817,4296814.66758815
396,353635.0223642839,4296816.798313694
397,353626.0345510859,4296818.818047909
398,350265.5151586905,4296823.218890909
399,350264.4323332682,4296692.626880957
